Horodateur	Votre université :	Votre classement :	Note à l'UC1 : (avec une virgule et pas un point)	UC1/20	Note à l'UC2 : (avec une virgule et pas un point)	UC2/20	Note à l'UC3 : (avec une virgule et pas un point)	UC3/20	Note à la LCA : (avec une virgule et pas un point)	LCA/20	Votre classement au concours blancs (après l'ensemble des UC d'avril) ?	Note total
04/07/2023 11:03	Paris	8522	61,15	12,87	67,02	14,11	62,55	13,17	19,2	7,38	pas fait	209,92
04/07/2023 12:26	Rennes	3447	72,95	15,36	76,28	16,06	72,05	15,17	33,2	12,77	5053	254,48
04/07/2023 13:13	Lorraine	8135	62,6	13,18	68,52	14,43	65,45	13,78	20,2	7,77	6000	216,77
04/07/2023 13:48	Poitiers	6721	62,17	13,09	67,32	14,17	67,55	14,22	35,8	13,77	4500	232,84
04/07/2023 14:32	Nantes	1137	82,7	17,41	79,87	16,81	78,52	16,53	28,4	10,92	283	269,49
04/07/2023 15:42	Rennes	2480	73,6	15,49	76,43	16,09	75,03	15,8	35,2	13,54	4400	260,26
04/07/2023 18:04	Strasbourg	1178	78,8	16,59	80,05	16,85	78,43	16,51	31,8	12,23	2200	269,08
04/07/2023 20:27	Tours	672	76,5	16,11	81,4	17,14	80,57	16,96	35,8	13,77	1947	274,27
04/07/2023 23:09	Bordeaux	6327	73,05	15,38	73,28	15,43	65,87	13,87	24	9,23	2767	236,2
05/07/2023 03:38	Rennes	190	82,1	17,28	85,65	18,03	80,23	16,89	33,8	13	370	281,78
05/07/2023 10:57	Besançon	1841	76,3	16,06	74,9	15,77	78,3	16,48	18,41	7,08	5196	247,91
05/07/2023 12:17	Rouen	8093	64,67	13,61	58,87	12,39	61	12,84	33	12,69	6900	217,54
05/07/2023 13:41	Tours	463	80,75	17	80,47	16,94	81,6	17,18	34	13,08	499	276,82
05/07/2023 16:32	Lorraine	436	80,55	16,96	82,12	17,29	77,97	16,41	36,6	14,08	528	277,24
05/07/2023 22:20	Toulouse	3906	72,55	15,27	75,55	15,91	71,07	14,96	33	12,69	3291	252,17
05/07/2023 22:37	Paris descartes	1261	80,45	16,94	82,1	17,28	74,6	15,71	31,2	12	1623	268,35
05/07/2023 23:12	Poitiers	8269	66,8	14,06	60,63	12,76	63,92	13,46	23,2	8,92	6252	214,55
05/07/2023 23:55	Lyon est	1982	79,8	16,8	75,47	15,89	73,22	15,41	34,8	13,38	2000	263,29
06/07/2023 06:36	UPEC	1831	79,35	16,71	76,77	16,16	74,83	15,75	33,4	12,85	2900	264,35
06/07/2023 12:20	Amiens	1465	79,6	16,76	77,42	16,3	78,52	16,53	31,4	12,08	3300	266,94
06/07/2023 14:16	Angers	2395	73,95	15,57	76,05	16,01	78,55	16,54	32,2	12,38	2716	260,75
06/07/2023 18:06	Besançon	3013	75,1	15,81	77,25	16,26	68,8	14,48	33,4	12,85	2777	254,55
07/07/2023 18:23	Sorbonne université	2600	77,4	16,29	74,4	15,66	77,13	16,24	30,6	11,77	2825	259,53
08/07/2023 01:23	Paris 13	6687	65,95	13,88	66,18	13,93	71,95	15,15	29	11,15	7100	233,08
08/07/2023 09:44	Rennes	3246	74	15,58	72,2	15,2	75,2	15,83	34,2	13,15	4500	255,6
08/07/2023 12:52	Saint-Etienne	986	78,9	16,61	78,58	16,54	78,13	16,45	35	13,46	264	270,61
10/07/2023 14:53	Lille	1605	81,75	17,21	72,2	15,2	78,13	16,45	33,8	13	643	265,88
10/07/2023 17:43	Tours	3734	71,8	15,12	75,48	15,89	72,32	15,23	33,4	12,85	2443	253
11/07/2023 12:45	Paris XIII	935	83,25	17,53	82,87	17,45	76,4	16,08	28,6	11	414	271,12
13/07/2023 09:39	Strasbourg	5982	72,72	15,31	67,72	14,26	73,98	15,57	24,4	9,38	4946	238,82
18/07/2023 13:49	Montpellier	4935	69,9		74,23		72,23		29,4		Non fait	
20/07/2023 11:38	Nantes	2838	68,45		73,3		73,97		42,4		4208	
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
				0		0		0		0		0
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
												
